"collectionCode","catalogNumber","verbatimCountry","Country","verbatimStateProvince","StateProvince","verbatimCounty","County","verbatimIslandGroup","IslandGroup","verbatimIsland","Island"
"Fish","180203","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","180201","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","180202","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","180198","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178748","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178456","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178736","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178460","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178453","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178454","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178455","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178459","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178521","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","180199","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178745","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178538","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178846","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178743","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178750","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178737","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178741","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178747","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178740","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178458","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178749","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178738","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178739","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178735","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178742","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178746","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178744","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178494","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178457","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178503","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178498","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178499","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178509","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178496","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178505","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178488","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178492","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178510","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178519","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178527","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178520","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178522","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178860","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178495","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178512","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178451","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178452","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178511","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178506","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178507","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178504","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178497","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178500","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178525","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178489","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178502","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178490","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178493","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178501","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178508","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178491","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171090","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173036","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173031","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173028","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173025","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173037","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171086","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173032","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173029","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171089","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173043","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173044","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173041","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173038","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173039","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173030","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173024","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171076","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171085","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171083","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171088","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173022","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173020","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173034","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173021","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173026","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173016","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173019","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173018","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173017","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173033","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173040","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173023","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178650","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173045","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178604","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178603","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178596","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178598","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178602","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178609","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178606","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178605","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178638","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178644","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178626","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178639","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178636","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178630","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178601","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173047","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171084","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173052","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173054","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173048","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173046","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173053","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178608","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173051","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173042","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173050","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178600","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178597","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178599","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178595","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178607","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173049","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173013","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172999","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173010","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173008","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173009","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173007","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171087","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173014","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172996","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173011","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172955","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172950","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172954","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172949","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172952","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173015","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173001","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173006","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171077","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171073","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171082","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171080","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171079","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172998","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173004","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172997","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173000","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173002","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173003","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","173005","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172995","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172953","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171078","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178593","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172948","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178588","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178580","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178587","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178592","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178576","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178579","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178581","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178577","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178590","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178594","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178591","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178582","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178583","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178585","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178586","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172960","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178649","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172951","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172962","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172963","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172964","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172958","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178578","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172967","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172956","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172959","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172961","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172957","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172965","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178584","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178589","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172966","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172863","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178670","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178657","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178659","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178661","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172851","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178640","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172859","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178679","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172861","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172856","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172854","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172853","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172855","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172850","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172860","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178678","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178673","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178652","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178653","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178667","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178665","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178664","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178668","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178651","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178662","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178656","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178675","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178663","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178666","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178672","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172852","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178655","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172882","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172862","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","170942","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","170943","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","170941","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172883","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172881","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172875","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172885","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172872","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172880","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172886","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","170857","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","170854","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","170856","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178759","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172884","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172870","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178676","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172858","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172865","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172864","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172866","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172867","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172873","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172868","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172857","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172871","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172877","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172876","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172874","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172879","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172878","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172869","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172846","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172970","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172840","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172827","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172828","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172839","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172830","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172835","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172847","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172837","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172848","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172849","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172843","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172844","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172845","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178654","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172842","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172832","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171074","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178645","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178634","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178633","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178646","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178647","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172834","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178631","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172968","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172829","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172841","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172831","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172836","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172833","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172838","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178648","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178658","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172969","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178615","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178612","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178622","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178620","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178613","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178621","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178681","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178624","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178671","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178680","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178669","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178677","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178660","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178627","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178614","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178618","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172971","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178572","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178575","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178573","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178574","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178569","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178619","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178571","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178674","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178616","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178625","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178610","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178617","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178623","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178611","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178570","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171014","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178905","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178904","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178903","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178906","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178907","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","170992","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171013","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178899","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171004","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171005","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171007","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171015","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171011","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171006","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171003","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178883","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171075","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","170991","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","170990","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","170993","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","170995","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","170998","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178900","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178887","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178902","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178888","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178885","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178884","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178886","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","178901","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171036","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","170989","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171054","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171001","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171047","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171048","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171041","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171040","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171059","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171044","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171051","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171046","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171056","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171058","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171057","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171053","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171052","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","172743","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171055","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171029","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","170994","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171038","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171033","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171035","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171037","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171025","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171049","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171028","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171027","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171030","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171050","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","171045","Indonesia","Indonesia","Irian Jaya",,,,,,,
